Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after,month
Guitar Hero Live,Xbox One,2015.0,Misc,Activision,0.3,0.2,0.0,0.05,0.55,81.0,21.0,5.1,69.0,FreeStyleGames,T,"Guitar Hero Live,Guitar Hero",10/20/2015,28,31009,0.000902964,175,36,40102,0.000897711,563,Oct
Guitar Hero Live,PS3,2015.0,Misc,Activision,0.11,0.12,0.0,0.04,0.27,,,5.1,22.0,"Activision, FreeStyleGames",T,"Guitar Hero Live,Guitar Hero",10/20/2015,28,31009,0.000902964,175,36,40102,0.000897711,563,Oct
Guitar Hero Live,Xbox 360,2015.0,Misc,Activision,0.13,0.08,0.0,0.02,0.23,,,5.5,19.0,Activision,T,"Guitar Hero Live,Guitar Hero",10/20/2015,28,31009,0.000902964,175,36,40102,0.000897711,563,Oct
Guitar Hero Live,Wii U,2015.0,Misc,Activision,0.12,0.05,0.0,0.02,0.19,84.0,4.0,6.1,36.0,"Activision, FreeStyleGames",T,"Guitar Hero Live,Guitar Hero",10/20/2015,28,31009,0.000902964,175,36,40102,0.000897711,563,Oct
Wii Fit U,Wii U,2013,Sports,Nintendo,0.7,0.46,0.42,0.1,1.7,72.0,38.0,7.7,144.0,Nintendo,E,Wii Fit U,11/1/2013,2,40345,4.96e-05,2,0,52818,0.0,0,Nov
Darksiders II,PS3,2012.0,Action,THQ,0.35,0.35,0.01,0.14,0.84,84.0,39.0,7.1,422.0,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012,36,54089,0.00066557,1499,211,46348,0.004552516,622,Aug
Darksiders II,Xbox 360,2012.0,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8,456.0,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012,36,54089,0.00066557,1499,211,46348,0.004552516,622,Aug
Darksiders II,Windows,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.02,0.15,81.0,23.0,7.8,653.0,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012,36,54089,0.00066557,1499,211,46348,0.004552516,622,Aug
Xenoblade Chronicles X,Wii U,2015,Role-Playing,Nintendo,0.72,0.56,0.28,0.12,1.68,84.0,174.0,8.9,3096.0,Monolith Soft,T,"Xenoblade Chronicles X,Xenoblade Chronicles",12/4/2015,25,41969,0.000595678,70,25,33025,0.000757002,683,Dec
Duke Nukem Forever,Xbox 360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,"Gearbox Software, 3D Realms",M,Duke Nukem Forever,6/10/2011,0,26719,0.0,0,373,26017,0.01433678,8260,Jun
Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,"Gearbox Software, 3D Realms",M,Duke Nukem Forever,6/10/2011,0,26719,0.0,0,373,26017,0.01433678,8260,Jun
Duke Nukem Forever,Windows,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,54.0,48.0,5.7,1183.0,"Gearbox Software, 3D Realms",M,Duke Nukem Forever,6/10/2011,0,26719,0.0,0,373,26017,0.01433678,8260,Jun
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,40.0,6.7,17.0,EA Sports,E,"Tiger Woods PGA Tour 11,Tiger Woods PGA Tour",6/8/2010,3,9982,0.000300541,0,3,10979,0.00027324900000000004,3,Jun
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,EA Sports,E,"Tiger Woods PGA Tour 11,Tiger Woods PGA Tour",6/8/2010,3,9982,0.000300541,0,3,10979,0.00027324900000000004,3,Jun
Tiger Woods PGA Tour 11,Xbox 360,2010.0,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,EA Sports,E,"Tiger Woods PGA Tour 11,Tiger Woods PGA Tour",6/8/2010,3,9982,0.000300541,0,3,10979,0.00027324900000000004,3,Jun
Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84.0,51.0,5.3,191.0,Capcom,T,"Street Fighter X Tekken,SFV,Street Fighter",3/6/2012,0,40589,0.0,0,74,42792,0.001729295,2169,Mar
Street Fighter X Tekken,Xbox 360,2012.0,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,Capcom,T,"Street Fighter X Tekken,SFV,Street Fighter",3/6/2012,0,40589,0.0,0,74,42792,0.001729295,2169,Mar
Street Fighter X Tekken,Vita,2012.0,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,Capcom,T,"Street Fighter X Tekken,SFV,Street Fighter",3/6/2012,0,40589,0.0,0,74,42792,0.001729295,2169,Mar
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,1.1,0.4,0.0,0.16,1.64,70.0,32.0,1.8,884.0,"Treyarch, Sledgehammer Games",M,"Modern Warfare 3,Call of Duty: Modern Warfare,CoD,Call of Duty,Call of Duty: Modern Warfare 3",11/23/2011,0,48459,0.0,0,100,37520,0.002665245,1558,Nov
DJ Hero 2,Xbox 360,2010.0,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86.0,66.0,7.9,23.0,FreeStyleGames,T,"DJ Hero,DJ Hero 2",10/19/2010,4,11251,0.000355524,5,3,12667,0.000236836,3,Oct
DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,FreeStyleGames,T,"DJ Hero,DJ Hero 2",10/19/2010,4,11251,0.000355524,5,3,12667,0.000236836,3,Oct
DJ Hero 2,Wii,2010.0,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,FreeStyleGames,T,"DJ Hero,DJ Hero 2",10/19/2010,4,11251,0.000355524,5,3,12667,0.000236836,3,Oct
Dance Central 3,Xbox 360,2012,Misc,Microsoft Game Studios,1.14,0.36,0.0,0.12,1.62,86.0,86.0,8.0,90.0,Harmonix Music Systems,T,"Dance Central,Dance Central 3",10/16/2012,1,42452,2.36e-05,1,9,45426,0.000198124,26,Oct
Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,1.34,0.14,0.0,0.16,1.62,,,,,,,"Twisted Metal (2012),Twisted Metal",2/14/2012,1,37400,2.67e-05,0,55,41380,0.001329145,149,Feb
Killzone: Mercenary,Vita,2013,Shooter,Sony Computer Entertainment Europe,0.4,0.78,0.08,0.34,1.6,78.0,172.0,8.9,1026.0,Guerilla Cambridge,M,"Killzone,Mercenary,Killzone: Mercenary",9/10/2013,21,49520,0.000424071,29,7,51400,0.00013618700000000002,4,Sep
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.1,0.6,0.58,0.32,1.58,74.0,20.0,5.8,10.0,Konami,E,"pro evolution soccer,pro evolution soccer 2011",11/2/2010,2,11731,0.000170488,1,4,14151,0.000282666,4,Nov
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",1/15/2013,77,50386,0.0015282020000000002,68,219,47696,0.00459158,3051,Jan
DmC: Devil May Cry,Xbox 360,2013.0,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.0,65.0,5.1,1438.0,Ninja Theory,M,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",1/15/2013,77,50386,0.0015282020000000002,68,219,47696,0.00459158,3051,Jan
EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,1.5,0.0,0.0,0.1,1.58,,,0.0,,EA Sports,E,EA Sports Active NFL Training Camp,11/16/2010,0,12667,0.0,0,0,15009,0.0,0,Nov
[Prototype 2],Xbox 360,2012.0,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7,173.0,Radical Entertainment,M,[Prototype 2],7/24/2012,0,60739,0.0,0,30,49478,0.00060633,851,Jul
[Prototype 2],PS3,2012.0,Action,Activision,0.36,0.28,0.0,0.1,0.74,79.0,39.0,6.8,179.0,Radical Entertainment,M,[Prototype 2],7/24/2012,0,60739,0.0,0,30,49478,0.00060633,851,Jul
[Prototype 2],Windows,2012.0,Action,Activision,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0,Radical Entertainment,M,[Prototype 2],7/24/2012,0,60739,0.0,0,30,49478,0.00060633,851,Jul
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015,2,32285,6.19e-05,2,0,30563,0.0,0,Sep
Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,,,7.2,40.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015,2,32285,6.19e-05,2,0,30563,0.0,0,Sep
Pro Evolution Soccer 2016,Xbox One,2015.0,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,144.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015,2,32285,6.19e-05,2,0,30563,0.0,0,Sep
Pro Evolution Soccer 2016,Xbox 360,2015.0,Sports,Konami Digital Entertainment,0.04,0.05,0.0,0.01,0.1,,,7,34.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015,2,32285,6.19e-05,2,0,30563,0.0,0,Sep
Rare Replay,Xbox One,2015,Misc,Microsoft Game Studios,0.98,0.44,0.02,0.14,1.58,84.0,150.0,7.7,650.0,Rare Ltd.,M,Rare Replay,8/4/2015,23,29212,0.000787348,45,0,30375,0.0,0,Aug
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,1.02,0.18,0.26,0.1,1.56,79.0,126.0,8.1,172.0,Camelot Software Planning,E10+,"Golden Sun,Dark Dawn,Golden Sun: Dark Dawn",11/29/2010,7,14016,0.000499429,99,8,15516,0.000515597,24,Nov
Dead Island: Riptide,Xbox 360,2013.0,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,Techland,M,"Dead Island,Dead Island: Riptide,Riptide",4/23/2013,30,47784,0.000627825,62,191,45515,0.004196419,778,Apr
Dead Island: Riptide,PS3,2013.0,Action,Deep Silver,0.26,0.19,0.07,0.09,0.6,62.0,25.0,5.9,140.0,Techland,M,"Dead Island,Dead Island: Riptide,Riptide",4/23/2013,30,47784,0.000627825,62,191,45515,0.004196419,778,Apr
Mario & Sonic at the Sochi 2014 Olympic Winter Games,Wii U,2013,Sports,Nintendo,0.74,0.44,0.26,0.12,1.56,,,,,,,"Sonic,Mario,Mario & Sonic at the Sochi 2014 Olympic Winter Games",11/15/2013,374,44506,0.008403361,38489,450,50970,0.008828723,33601,Nov
Aliens: Colonial Marines,Xbox 360,2013.0,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,Gearbox Software,M,"Colonial Marines,Aliens,Aliens: Colonial Marines",2/12/2013,69,47696,0.001446662,1958,356,48208,0.007384666,8875,Feb
Aliens: Colonial Marines,PS3,2013.0,Shooter,Sega,0.2,0.29,0.0,0.11,0.6,43.0,25.0,3.6,295.0,Gearbox Software,M,"Colonial Marines,Aliens,Aliens: Colonial Marines",2/12/2013,69,47696,0.001446662,1958,356,48208,0.007384666,8875,Feb
Aliens: Colonial Marines,Windows,2013.0,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0,Gearbox Software,M,"Colonial Marines,Aliens,Aliens: Colonial Marines",2/12/2013,69,47696,0.001446662,1958,356,48208,0.007384666,8875,Feb
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.36,0.98,0.0,0.2,1.54,66.0,10.0,0.0,,Ubisoft,E10+,"ABBA,You Can Dance,ABBA: You Can Dance",11/15/2011,0,47876,0.0,0,1,38159,2.62e-05,1,Nov
UFC Personal Trainer: The Ultimate Fitness System,Xbox 360,2011.0,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E,"Persona,UFC Personal Trainer,The Ultimate Fitness System,UFC Personal Trainer: The Ultimate Fitness System",7/1/2011,1,28772,3.48e-05,1,1,23987,4.17e-05,1,Jul
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,E,"Persona,UFC Personal Trainer,The Ultimate Fitness System,UFC Personal Trainer: The Ultimate Fitness System",7/1/2011,1,28772,3.48e-05,1,1,23987,4.17e-05,1,Jul
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011.0,Sports,THQ,0.11,0.06,0.0,0.02,0.18,54.0,5.0,tbd,,THQ,E,"Persona,UFC Personal Trainer,The Ultimate Fitness System,UFC Personal Trainer: The Ultimate Fitness System",7/1/2011,1,28772,3.48e-05,1,1,23987,4.17e-05,1,Jul
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.8,0.46,0.06,0.2,1.52,,,,,,,"The Walking Dead,The Walking Dead: Season One,Season One,The Walking Dead: Season",4/24/2012,11,44497,0.000247208,35,89,44904,0.001982006,358,Apr
Bayonetta 2,Wii U,2014,Action,Nintendo,0.64,0.56,0.2,0.12,1.52,91.0,160.0,8.2,2434.0,PlatinumGames,M,"Bayonetta,Bayonetta 2",10/24/2014,34,26603,0.001278051,3602,38,30140,0.001260783,1472,Oct
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Xbox 360,2010,Racing,Sega,0.74,0.64,0.0,0.14,1.52,,,,,,,"Sonic,Sonic & SEGA All-Stars Racing with Banjo-Kazooie",2/23/2010,0,9219,0.0,0,0,11117,0.0,0,Feb
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.6,0.74,0.06,0.14,1.52,52.0,58.0,3.3,62.0,EA Games,T,"The Sims,The Sims 3,Sims",3/27/2011,12,18630,0.000644122,125,23,24031,0.000957097,148,Mar
Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,Respawn Entertainment,M,"Titanfall 2,Titanfall",10/28/2016,120,39609,0.0030296140000000004,14139,751,46690,0.016084815,153891,Oct
Titanfall 2,Xbox One,2016.0,Shooter,Electronic Arts,0.37,0.15,0.0,0.05,0.57,87.0,31.0,8,261.0,Respawn Entertainment,M,"Titanfall 2,Titanfall",10/28/2016,120,39609,0.0030296140000000004,14139,751,46690,0.016084815,153891,Oct
Titanfall 2,Windows,2016.0,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8,488.0,Respawn Entertainment,M,"Titanfall 2,Titanfall",10/28/2016,120,39609,0.0030296140000000004,14139,751,46690,0.016084815,153891,Oct
SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,150.0,Project Soul,T,"SoulCalibur,SoulCalibur V",1/31/2012,16,37025,0.00043214,241,26,39439,0.000659246,2811,Jan
SoulCalibur V,Xbox 360,2012.0,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77.0,56.0,6.2,124.0,Project Soul,T,"SoulCalibur,SoulCalibur V",1/31/2012,16,37025,0.00043214,241,26,39439,0.000659246,2811,Jan
Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82.0,56.0,7.2,386.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014,2,28394,7.04e-05,2,10,31177,0.000320749,16,Nov
Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,,,7.8,34.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014,2,28394,7.04e-05,2,10,31177,0.000320749,16,Nov
Pro Evolution Soccer 2015,Xbox One,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014,2,28394,7.04e-05,2,10,31177,0.000320749,16,Nov
Pro Evolution Soccer 2015,Xbox 360,2014.0,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,0.14,,,6.8,29.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014,2,28394,7.04e-05,2,10,31177,0.000320749,16,Nov
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.42,0.92,0.0,0.16,1.5,62.0,48.0,7.6,28.0,Ubisoft,E10+,"Raving Rabbids: Travel in Time,Raving Rabbids,Travel in Time",11/21/2010,1,12923,7.74e-05,1,3,15236,0.000196902,1,Nov
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.66,0.46,0.16,0.22,1.5,,,,,,,"A Realm Reborn,Final Fantasy XIV,Final Fantasy XIV: A Realm Reborn,Final Fantasy",4/14/2014,12,35034,0.00034252400000000003,26,96,31488,0.00304878,443,Apr
Assassin's Creed: Revelations,Windows,2011,Action,Ubisoft,0.28,0.96,0.0,0.24,1.48,80.0,40.0,7.4,1542.0,Ubisoft Montreal,M,"Assassin's Creed: Revelations,Assassin's Creed,Revelations",11/29/2011,36,47416,0.000759237,740,85,39963,0.002126967,530,Nov
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.58,0.54,0.12,0.22,1.48,,,,,,,"Final Fantasy X/X-2 HD Remaster,Final Fantasy",5/12/2015,92,32568,0.0028248590000000003,528,113,32199,0.003509426,2903,May
Resident Evil: Revelations,PS3,2013.0,Action,Capcom,0.14,0.29,0.22,0.09,0.74,74.0,30.0,7.2,204.0,Capcom,M,"Revelations,Resident Evil: Revelations,Resident Evil",5/21/2013,57,45515,0.001252334,3024,78,81113,0.000961621,630,May
Resident Evil: Revelations,Xbox 360,2013.0,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,30.0,7.4,170.0,Capcom,M,"Revelations,Resident Evil: Revelations,Resident Evil",5/21/2013,57,45515,0.001252334,3024,78,81113,0.000961621,630,May
Resident Evil: Revelations,Wii U,2013.0,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,Capcom,M,"Revelations,Resident Evil: Revelations,Resident Evil",5/21/2013,57,45515,0.001252334,3024,78,81113,0.000961621,630,May
Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,28.0,6.7,82.0,Project Aces,T,"Ace Combat,Ace Combat: Assault Horizon,Assault Horizon",10/11/2011,14,28374,0.000493409,39,9,39780,0.000226244,9,Oct
Ace Combat: Assault Horizon,Xbox 360,2011.0,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,Project Aces,T,"Ace Combat,Ace Combat: Assault Horizon,Assault Horizon",10/11/2011,14,28374,0.000493409,39,9,39780,0.000226244,9,Oct
MLB 13: The Show,PS3,2013.0,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.07,0.74,87.0,36.0,7.8,114.0,SCEA San Diego Studios,E,"MLB 13,The Show,MLB 13: The Show",3/5/2013,65,47163,0.001378199,1673,4,50923,7.85e-05,4,Mar
MLB 13: The Show,Vita,2013.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75.0,7.0,7.5,21.0,SCEA San Diego Studios,E,"MLB 13,The Show,MLB 13: The Show",3/5/2013,65,47163,0.001378199,1673,4,50923,7.85e-05,4,Mar
Resonance of Fate,PS3,2010.0,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,72.0,42.0,8,136.0,Tri-Ace,T,Resonance of Fate,3/16/2010,0,10732,0.0,0,9,11011,0.0008173639999999999,9,Mar
Resonance of Fate,Xbox 360,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Tri-Ace,T,Resonance of Fate,3/16/2010,0,10732,0.0,0,9,11011,0.0008173639999999999,9,Mar
The Walking Dead: Season One,Xbox 360,2012,Adventure,Avanquest Software,1.1,0.26,0.0,0.1,1.46,,,,,,,"The Walking Dead,The Walking Dead: Season One,Season One,The Walking Dead: Season",4/27/2012,0,44468,0.0,0,5,44763,0.000111699,7,Apr
Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,0.31,0.3,0.01,0.11,0.73,,,,,,,Split/Second,5/18/2010,23,10941,0.002102184,25,25,10416,0.002400154,29,May
Split/Second,Xbox 360,2010.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.6,82.0,78.0,8.1,101.0,Black Rock Studio,E10+,Split/Second,5/18/2010,23,10941,0.002102184,25,25,10416,0.002400154,29,May
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio,E10+,Split/Second,5/18/2010,23,10941,0.002102184,25,25,10416,0.002400154,29,May
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.32,0.04,1.06,0.02,1.46,76.0,10.0,8.0,30.0,syn Sophia,E,"Trendsetters,Style Savvy: Trendsetters,Style Savvy",10/22/2012,0,41010,0.0,0,2,48062,4.16e-05,2,Oct
NHL 11,Xbox 360,2010.0,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73,88.0,49.0,7.7,71.0,Electronic Arts,E10+,"NHL,NHL 11",9/7/2010,0,10710,0.0,0,16,11758,0.001360776,15,Sep
NHL 11,PS3,2010.0,Sports,Electronic Arts,0.4,0.12,0.0,0.07,0.59,88.0,38.0,7.1,54.0,Electronic Arts,E10+,"NHL,NHL 11",9/7/2010,0,10710,0.0,0,16,11758,0.001360776,15,Sep
LEGO Marvel's Avengers,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.26,0.35,0.0,0.12,0.73,71.0,70.0,7,87.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Marvel's Avengers,Xbox One,2016.0,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.0,0.03,0.35,71.0,18.0,5.1,15.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Marvel's Avengers,Xbox 360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Marvel's Avengers,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,,,5.5,8.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Marvel's Avengers,Wii U,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69.0,4.0,6.8,15.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Marvel's Avengers,Vita,2016.0,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0.0,0.03,0.12,,,6.6,13.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016,1,33151,3.02e-05,1,58,33101,0.001752213,60,Jan
LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0.0,0.12,0.73,80.0,53.0,7.1,65.0,Traveller's Tales,E10+,LEGO Dimensions,9/27/2015,13,31954,0.000406835,52,25,31525,0.0007930210000000001,356,Sep
LEGO Dimensions,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0.0,0.09,0.55,,,6.4,18.0,,,LEGO Dimensions,9/27/2015,13,31954,0.000406835,52,25,31525,0.0007930210000000001,356,Sep
LEGO Dimensions,Wii U,2015.0,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,Traveller's Tales,E10+,LEGO Dimensions,9/27/2015,13,31954,0.000406835,52,25,31525,0.0007930210000000001,356,Sep
LEGO Dimensions,Xbox 360,2015.0,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,0.04,0.53,,,6.1,18.0,,,LEGO Dimensions,9/27/2015,13,31954,0.000406835,52,25,31525,0.0007930210000000001,356,Sep
LEGO Dimensions,Xbox One,2015.0,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,12.0,6.9,27.0,Traveller's Tales,E10+,LEGO Dimensions,9/27/2015,13,31954,0.000406835,52,25,31525,0.0007930210000000001,356,Sep
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73,74.0,23.0,7.1,83.0,"CyberConnect2, Racjin",T,"Ultimate Ninja Storm Generations,Naruto Shippuden,Naruto,Naruto Shippuden: Ultimate Ninja Storm Generations",3/13/2012,2,41380,4.83e-05,2,3,43052,6.97e-05,3,Mar
Naruto Shippuden: Ultimate Ninja Storm Generations,Xbox 360,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74.0,35.0,7.2,47.0,"CyberConnect2, Racjin",T,"Ultimate Ninja Storm Generations,Naruto Shippuden,Naruto,Naruto Shippuden: Ultimate Ninja Storm Generations",3/13/2012,2,41380,4.83e-05,2,3,43052,6.97e-05,3,Mar
Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,0.94,0.26,0.04,0.2,1.44,,,,,,,Ratchet & Clank Collection,8/28/2012,0,49805,0.0,0,0,45302,0.0,0,Aug
Total War: Rome II,Windows,2013,Strategy,Sega,0.24,1.06,0.0,0.14,1.44,76.0,142.0,4.2,7484.0,Creative Assembly,T,"Total War: Rome,Total War: Rome II,Total War,Rome II",9/3/2013,46,51098,0.000900231,643,167,52444,0.0031843490000000004,9808,Sep
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.56,0.3,0.44,0.14,1.44,74.0,90.0,6.7,310.0,"Square Enix, Tri-Ace",T,"The Last Hope International,Star Ocean: The Last Hope International,Star Ocean",2/9/2010,1,8689,0.000115088,1,0,10250,0.0,0,Feb
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.68,0.14,0.54,0.08,1.44,83.0,112.0,8.1,338.0,Atlus,M,"Persona,Shadow of the Labyrinth,Persona Q: Shadow of the Labyrinth,Persona Q",11/25/2014,13,30767,0.000422531,11,12,28964,0.000414307,46,Nov
