Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after,month
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,1.26,0.82,1.5,0.52,4.12,82.0,124.0,8.6,416.0,Square Enix,E10+,"KH,Kingdom Hearts: Birth by Sleep,Kingdom Hearts,Birth by Sleep",9/10/2010,0,10843,0.0,0,9,11771,0.000764591,20,Sep
Tom Clancy's Splinter Cell: Conviction,Xbox 360,2010,Action,Ubisoft,2.4,1.24,0.08,0.38,4.12,,,,,,,"Tom Clancy's,Tom Clancy's Splinter Cell,Conviction,Tom Clancy's Splinter Cell: Conviction",4/13/2010,65,11011,0.005903188,117,9,11111,0.0008100080000000001,9,Apr
Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010,8,10416,0.0007680489999999999,29,85,10515,0.00808369,687,Jun
Toy Story 3: The Video Game,Wii,2010.0,Action,Disney Interactive Studios,0.63,0.62,0.0,0.14,1.38,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010,8,10416,0.0007680489999999999,29,85,10515,0.00808369,687,Jun
Toy Story 3: The Video Game,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.4,0.0,0.16,1.08,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010,8,10416,0.0007680489999999999,29,85,10515,0.00808369,687,Jun
Toy Story 3: The Video Game,Xbox 360,2010.0,Action,Disney Interactive Studios,0.41,0.27,0.0,0.07,0.76,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010,8,10416,0.0007680489999999999,29,85,10515,0.00808369,687,Jun
Toy Story 3: The Video Game,PSP,2010.0,Action,Disney Interactive Studios,0.27,0.24,0.0,0.14,0.65,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010,8,10416,0.0007680489999999999,29,85,10515,0.00808369,687,Jun
Dance Central 2,Xbox 360,2011,Misc,Microsoft Game Studios,2.9,0.82,0.02,0.32,4.08,86.0,112.0,8.2,126.0,Harmonix Music Systems,T,"Dance Central 2,Dance Central",10/25/2011,0,31619,0.0,0,5,48583,0.000102917,10,Oct
Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89.0,54.0,8.7,1397.0,From Software,M,Dark Souls,10/4/2011,108,28961,0.003729153,882,0,34178,0.0,0,Oct
Dark Souls,Xbox 360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,From Software,M,Dark Souls,10/4/2011,108,28961,0.003729153,882,0,34178,0.0,0,Oct
Battlefield 4,Xbox One,2013,Shooter,Electronic Arts,2.5,1.16,0.0,0.38,4.04,81.0,10.0,6.6,960.0,EA DICE,M,"Battlefield,Battlefield 4",11/22/2013,0,52068,0.0,0,143,43294,0.003302998,8740,Nov
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64.0,48.0,6.4,182.0,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011,83,47876,0.001733645,162,63,38159,0.001650987,205,Nov
Need for Speed: The Run,Xbox 360,2011.0,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,68.0,65.0,6,160.0,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011,83,47876,0.001733645,162,63,38159,0.001650987,205,Nov
Need for Speed: The Run,Windows,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338.0,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011,83,47876,0.001733645,162,63,38159,0.001650987,205,Nov
Need for Speed: The Run,Wii,2011.0,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011,83,47876,0.001733645,162,63,38159,0.001650987,205,Nov
Need for Speed: The Run,3DS,2011.0,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6,26.0,Firebrand Games,E10+,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011,83,47876,0.001733645,162,63,38159,0.001650987,205,Nov
Just Dance 2015,Wii,2014.0,Misc,Ubisoft,0.99,0.85,0.0,0.17,2.01,,,8.4,5.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56e-05,3,4,29614,0.000135071,9,Oct
Just Dance 2015,Wii U,2014.0,Misc,Ubisoft,0.38,0.29,0.0,0.06,0.73,75.0,6.0,6.6,26.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56e-05,3,4,29614,0.000135071,9,Oct
Just Dance 2015,Xbox 360,2014.0,Misc,Ubisoft,0.42,0.13,0.0,0.06,0.6,,,8.3,6.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56e-05,3,4,29614,0.000135071,9,Oct
Just Dance 2015,Xbox One,2014.0,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56e-05,3,4,29614,0.000135071,9,Oct
Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56e-05,3,4,29614,0.000135071,9,Oct
Just Dance 2015,PS3,2014.0,Misc,Ubisoft,0.13,0.08,0.0,0.04,0.25,,,6.8,4.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56e-05,3,4,29614,0.000135071,9,Oct
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89.0,43.0,7.4,1984.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014,114,29614,0.003849531,4938,511,29930,0.017073171,16184,Nov
Dragon Age: Inquisition,Xbox One,2014.0,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,85.0,28.0,6.9,703.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014,114,29614,0.003849531,4938,511,29930,0.017073171,16184,Nov
Dragon Age: Inquisition,Windows,2014.0,Role-Playing,Electronic Arts,0.33,0.34,0.0,0.06,0.73,85.0,45.0,5.9,3926.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014,114,29614,0.003849531,4938,511,29930,0.017073171,16184,Nov
Dragon Age: Inquisition,PS3,2014.0,Role-Playing,Electronic Arts,0.27,0.18,0.05,0.09,0.6,,,5.2,242.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014,114,29614,0.003849531,4938,511,29930,0.017073171,16184,Nov
Dragon Age: Inquisition,Xbox 360,2014.0,Role-Playing,Electronic Arts,0.36,0.12,0.0,0.05,0.53,,,5.1,235.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014,114,29614,0.003849531,4938,511,29930,0.017073171,16184,Nov
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,1.46,1.84,0.06,0.6,3.96,80.0,106.0,6.2,1334.0,Ghost Games,E10+,Need for Speed Rivals,11/29/2013,32,52818,0.000605854,541,23,42636,0.00053945,19,Nov
Minecraft,Vita,2014,Misc,Sony Computer Entertainment Europe,0.36,1.28,1.8,0.48,3.92,,,,,,,Minecraft,10/14/2014,108,26210,0.004120565,135,293,28394,0.010319081,9671,Oct
Forza Horizon,Xbox 360,2012,Racing,Microsoft Game Studios,1.64,1.86,0.08,0.36,3.92,85.0,166.0,8.4,862.0,"PLAYGROUND, Playground Games",T,Forza Horizon,10/23/2012,32,40989,0.000780697,29,29,48318,0.00060019,2520,Oct
BioShock Infinite,Xbox 360,2013.0,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93.0,33.0,8.5,1647.0,Irrational Games,M,BioShock Infinite,3/26/2013,425,49075,0.008660214,23579,2946,47784,0.061652436,107144,Mar
BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94.0,27.0,8.5,1863.0,Irrational Games,M,BioShock Infinite,3/26/2013,425,49075,0.008660214,23579,2946,47784,0.061652436,107144,Mar
BioShock Infinite,Windows,2013.0,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,94.0,68.0,8.5,7322.0,Irrational Games,M,BioShock Infinite,3/26/2013,425,49075,0.008660214,23579,2946,47784,0.061652436,107144,Mar
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6,1079.0,Bungie,T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015,254,32285,0.007867431,2600,400,30563,0.01308772,5084,Sep
Destiny: The Taken King,Xbox One,2015.0,Shooter,Activision,0.85,0.23,0.0,0.12,1.19,89.0,11.0,5.2,393.0,"Bungie Software, Bungie",T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015,254,32285,0.007867431,2600,400,30563,0.01308772,5084,Sep
Destiny: The Taken King,PS3,2015.0,Shooter,Activision,0.17,0.11,0.02,0.06,0.37,,,5.5,81.0,Bungie,T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015,254,32285,0.007867431,2600,400,30563,0.01308772,5084,Sep
Destiny: The Taken King,Xbox 360,2015.0,Shooter,Activision,0.24,0.08,0.0,0.03,0.35,,,4.4,59.0,"Bungie Software, Bungie",T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015,254,32285,0.007867431,2600,400,30563,0.01308772,5084,Sep
Diablo III,PS3,2013.0,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86.0,43.0,6.4,557.0,Blizzard Entertainment,M,"Diablo III,Diablo",9/3/2013,162,51098,0.003170378,5257,160,52444,0.003050873,5807,Sep
Diablo III,Xbox 360,2013.0,Role-Playing,Activision,0.9,0.39,0.0,0.12,1.41,87.0,42.0,6.6,384.0,Blizzard Entertainment,M,"Diablo III,Diablo",9/3/2013,162,51098,0.003170378,5257,160,52444,0.003050873,5807,Sep
LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,Sumo Digital,E,"LittleBigPlanet 3,LittleBigPlanet",11/28/2014,10,30962,0.000322977,226,6,29129,0.00020598,18,Nov
LittleBigPlanet 3,PS3,2014.0,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,,,7.2,64.0,Sumo Digital,E,"LittleBigPlanet 3,LittleBigPlanet",11/28/2014,10,30962,0.000322977,226,6,29129,0.00020598,18,Nov
NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88.0,47.0,6.7,162.0,Visual Concepts,E,"NBA 2K17,NBA",9/20/2016,109,36362,0.002997635,1997,109,35677,0.00305519,969,Sep
NBA 2K17,Xbox One,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,Visual Concepts,E,"NBA 2K17,NBA",9/20/2016,109,36362,0.002997635,1997,109,35677,0.00305519,969,Sep
NBA 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.06,0.04,0.0,0.02,0.13,,,2,8.0,2K Games,E,"NBA 2K17,NBA",9/20/2016,109,36362,0.002997635,1997,109,35677,0.00305519,969,Sep
NBA 2K17,Xbox 360,2016.0,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,,,3.4,11.0,2K Games,E,"NBA 2K17,NBA",9/20/2016,109,36362,0.002997635,1997,109,35677,0.00305519,969,Sep
Just Cause 3,PS4,2015.0,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015,173,42303,0.0040895440000000005,26190,1031,33552,0.030728422,165543,Dec
Just Cause 3,Xbox One,2015.0,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7,186.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015,173,42303,0.0040895440000000005,26190,1031,33552,0.030728422,165543,Dec
Just Cause 3,Windows,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015,173,42303,0.0040895440000000005,26190,1031,33552,0.030728422,165543,Dec
Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87.0,31.0,7.8,790.0,Rockstar Studios,M,"Max Payne 3,Max Payne",5/15/2012,128,45213,0.0028310440000000004,1310,476,47782,0.00996191,10911,May
Max Payne 3,Xbox 360,2012.0,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86.0,80.0,7.8,869.0,Rockstar Studios,M,"Max Payne 3,Max Payne",5/15/2012,128,45213,0.0028310440000000004,1310,476,47782,0.00996191,10911,May
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,1.22,0.68,1.58,0.18,3.66,80.0,136.0,8.8,412.0,HAL Labs,E,"Triple Deluxe,Kirby: Triple Deluxe,Kirby",5/2/2014,17,32122,0.0005292319999999999,3162,19,31649,0.000600335,2067,May
GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,,"GoldenEye 007,GoldenEye 007 (2010)",11/2/2010,0,11731,0.0,0,0,14151,0.0,0,Nov
GoldenEye 007 (2010),DS,2010.0,Action,Activision,0.1,0.03,0.0,0.01,0.13,,,,,,,"GoldenEye 007,GoldenEye 007 (2010)",11/2/2010,0,11731,0.0,0,0,14151,0.0,0,Nov
Sonic Classic Collection,DS,2010,Platform,Sega,1.84,1.46,0.0,0.34,3.66,70.0,48.0,7.5,56.0,Creative Assembly,E,"Sonic,Sonic Classic Collection",3/2/2010,0,9655,0.0,0,0,11285,0.0,0,Mar
Diablo III,PS4,2014.0,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,,,,,Blizzard Entertainment,M,"Diablo III,Diablo",8/19/2014,0,30965,0.0,0,144,29231,0.004926277,5470,Aug
Diablo III,Xbox One,2014.0,Role-Playing,Activision,0.36,0.24,0.0,0.06,0.66,,,,,,,"Diablo III,Diablo",8/19/2014,0,30965,0.0,0,144,29231,0.004926277,5470,Aug
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,2.1,0.94,0.16,0.44,3.64,83.0,180.0,8.4,1864.0,Sucker Punch,T,"inFAMOUS 2,inFAMOUS",6/7/2011,52,25898,0.002007877,618,0,26728,0.0,0,Jun
Mafia III,PS4,2016.0,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68.0,66.0,5.1,1147.0,Hangar 13,M,"Mafia III,Mafia",10/7/2016,42,33591,0.001250335,8958,195,42264,0.004613856,13643,Oct
Mafia III,Xbox One,2016.0,Action,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,20.0,4.6,274.0,Hangar 13,M,"Mafia III,Mafia",10/7/2016,42,33591,0.001250335,8958,195,42264,0.004613856,13643,Oct
Mafia III,Windows,2016.0,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,Hangar 13,M,"Mafia III,Mafia",10/7/2016,42,33591,0.001250335,8958,195,42264,0.004613856,13643,Oct
Forza Motorsport 6,Xbox One,2015,Racing,Microsoft Game Studios,1.46,1.8,0.06,0.28,3.6,87.0,170.0,7.9,1726.0,Turn 10,E,"Forza Motorsport 6,Forza Motorsport",9/15/2015,24,32285,0.000743379,4306,19,30563,0.000621667,158,Sep
The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,Tango Gameworks,M,The Evil Within,10/14/2014,67,26210,0.002556276,824,0,28394,0.0,0,Oct
The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,,,7.6,193.0,Tango Gameworks,M,The Evil Within,10/14/2014,67,26210,0.002556276,824,0,28394,0.0,0,Oct
The Evil Within,Xbox One,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.06,0.67,79.0,24.0,7.3,430.0,Tango Gameworks,M,The Evil Within,10/14/2014,67,26210,0.002556276,824,0,28394,0.0,0,Oct
The Evil Within,Xbox 360,2014.0,Action,Bethesda Softworks,0.25,0.16,0.01,0.04,0.46,,,7.6,172.0,Tango Gameworks,M,The Evil Within,10/14/2014,67,26210,0.002556276,824,0,28394,0.0,0,Oct
The Evil Within,Windows,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,The Evil Within,10/14/2014,67,26210,0.002556276,824,0,28394,0.0,0,Oct
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,76.0,7.0,7.7,10.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
LEGO Star Wars III: The Clone Wars,Xbox 360,2011.0,Action,LucasArts,0.84,0.51,0.0,0.13,1.48,75.0,43.0,7.8,42.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,36.0,7.3,34.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,67.0,25.0,6.1,31.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.61,0.38,0.0,0.1,1.09,66.0,8.0,tbd,,Traveller's Tales,E,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,LucasArts,0.14,0.15,0.0,0.08,0.37,63.0,4.0,tbd,,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
LEGO Star Wars III: The Clone Wars,Windows,2011.0,Action,LucasArts,0.1,0.13,0.0,0.03,0.25,76.0,14.0,7.5,44.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.00026780900000000004,5,12,23810,0.00050399,12,Mar
Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,82.0,35.0,4.9,83.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016,6,34955,0.000171649,8,114,36362,0.003135141,511,Aug
Madden NFL 17,Xbox One,2016.0,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,30.0,5.9,39.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016,6,34955,0.000171649,8,114,36362,0.003135141,511,Aug
Madden NFL 17,Xbox 360,2016.0,Sports,Electronic Arts,0.14,0.02,0.0,0.02,0.17,,,0.7,6.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016,6,34955,0.000171649,8,114,36362,0.003135141,511,Aug
Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,,,0.2,5.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016,6,34955,0.000171649,8,114,36362,0.003135141,511,Aug
Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8,291.0,Avalanche Studios,M,"Just Cause,Just Cause 2",3/23/2010,81,11117,0.007286138,600,148,11143,0.013281881,1604,Mar
Just Cause 2,Xbox 360,2010.0,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8,267.0,Avalanche Studios,M,"Just Cause,Just Cause 2",3/23/2010,81,11117,0.007286138,600,148,11143,0.013281881,1604,Mar
The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,,,,,,,"Elder Scrolls,The Elder Scrolls Online",6/9/2015,15,32199,0.000465853,119,33,35702,0.000924318,240,Jun
The Elder Scrolls Online,Xbox One,2015.0,Role-Playing,Bethesda Softworks,0.78,0.38,0.0,0.12,1.28,77.0,11.0,8.4,613.0,ZeniMax Media,M,"Elder Scrolls,The Elder Scrolls Online",6/9/2015,15,32199,0.000465853,119,33,35702,0.000924318,240,Jun
Wii Party U,Wii U,2013,Misc,Nintendo,0.6,1.12,1.68,0.1,3.5,65.0,76.0,6.8,270.0,Nd Cube,E,Wii Party U,10/25/2013,0,40978,0.0,0,0,52068,0.0,0,Oct
Kinect Star Wars,Xbox 360,2012,Action,Microsoft Game Studios,2.1,1.04,0.06,0.28,3.48,55.0,122.0,3.5,290.0,Terminal Reality,T,"Star Wars,Kinect Star Wars",4/3/2012,20,42792,0.000467377,106,58,44503,0.001303283,175,Apr
Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78.0,38.0,8.3,444.0,Capcom,M,Dragon's Dogma,5/22/2012,0,44904,0.0,0,48,48870,0.000982198,201,May
Dragon's Dogma,Xbox 360,2012.0,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,Capcom,M,Dragon's Dogma,5/22/2012,0,44904,0.0,0,48,48870,0.000982198,201,May
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,1.22,1.56,0.12,0.54,3.48,63.0,188.0,6.6,6344.0,"Ready at Dawn, SCE Santa Monica",M,"The Order,The Order: 1886,The Order:,1886",2/20/2015,187,30649,0.006101341,9825,274,30842,0.008883989,12616,Feb
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.86,1.36,0.84,0.4,3.46,54.0,166.0,6.5,2148.0,SCE Japan Studio,E10+,Knack,11/15/2013,0,44506,0.0,0,35,50970,0.000686678,46,Nov
The Crew,PS4,2014.0,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61.0,60.0,5.4,575.0,"Ubisoft Reflections, Ivory Tower",T,The Crew,12/2/2014,70,30993,0.002258575,1199,0,28929,0.0,0,Dec
The Crew,Xbox One,2014.0,Racing,Ubisoft,0.25,0.34,0.0,0.05,0.64,64.0,18.0,5.9,176.0,"Ubisoft Reflections, Ivory Tower",T,The Crew,12/2/2014,70,30993,0.002258575,1199,0,28929,0.0,0,Dec
The Crew,Xbox 360,2014.0,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,,,6.4,94.0,Ivory Tower,T,The Crew,12/2/2014,70,30993,0.002258575,1199,0,28929,0.0,0,Dec
Dishonored,Xbox 360,2012.0,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88.0,56.0,7.9,815.0,Arkane Studios,M,Dishonored,10/9/2012,152,44703,0.0034002190000000003,7120,0,43388,0.0,0,Oct
Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89.0,35.0,7.9,781.0,Arkane Studios,M,Dishonored,10/9/2012,152,44703,0.0034002190000000003,7120,0,43388,0.0,0,Oct
Dishonored,Windows,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,,,,,,,Dishonored,10/9/2012,152,44703,0.0034002190000000003,7120,0,43388,0.0,0,Oct
The Sims 3: Late Night Expansion Pack,Windows,2010,Simulation,Electronic Arts,1.18,1.74,0.0,0.46,3.4,74.0,34.0,5.3,154.0,The Sims Studio,T,"The Sims 3: Late Night Expansion Pack,The Sims 3,Sims,Late Night Expansion Pack",10/26/2010,5,11587,0.000431518,41,0,12925,0.0,0,Oct
No Man's Sky,PS4,2016,Action,Hello Games,1.26,1.52,0.06,0.54,3.4,71.0,188.0,4.5,10192.0,Hello Games,T,No Man's Sky,8/9/2016,249,34830,0.007149009,9746,0,36919,0.0,0,Aug
Sonic Colors,Wii,2010.0,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78.0,58.0,8.5,301.0,Sonic Team,E,"Sonic,Sonic Colors",11/16/2010,7,12667,0.0005526169999999999,79,0,15009,0.0,0,Nov
Sonic Colors,DS,2010.0,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79.0,26.0,7.9,66.0,Dimps Corporation,E,"Sonic,Sonic Colors",11/16/2010,7,12667,0.0005526169999999999,79,0,15009,0.0,0,Nov
Sid Meier's Civilization V,Windows,2010,Strategy,Take-Two Interactive,1.96,1.04,0.0,0.34,3.36,90.0,140.0,7.9,4560.0,Firaxis Games,E10+,"Civilization,Sid Meier's Civilization,Civ,Sid Meier's Civilization V",9/21/2010,68,11598,0.00586308,1391,194,11251,0.017242912,1281,Sep
StarCraft II: Heart of the Swarm,Windows,2013,Strategy,Activision,1.66,1.32,0.0,0.36,3.34,86.0,136.0,7.9,2692.0,Blizzard Entertainment,T,"StarCraft II,Heart of the Swarm,StarCraft II: Heart of the Swarm",3/12/2013,65,48208,0.001348324,1530,87,51074,0.0017034110000000002,2578,Mar
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.9,1.8,0.1,0.52,3.32,79.0,206.0,8.2,4322.0,SuperMassive Games,M,Until Dawn,8/25/2015,26,29349,0.00088589,36,200,32336,0.006185057,4280,Aug
Saints Row IV,Xbox 360,2013.0,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81.0,42.0,6.5,325.0,Volition Inc.,M,"Saints Row IV,Saints Row",8/20/2013,425,53451,0.007951208000000001,36386,797,51787,0.015389963,57027,Aug
Saints Row IV,PS3,2013.0,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.0,26.0,6.3,278.0,Volition Inc.,M,"Saints Row IV,Saints Row",8/20/2013,425,53451,0.007951208000000001,36386,797,51787,0.015389963,57027,Aug
Saints Row IV,Windows,2013.0,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M,"Saints Row IV,Saints Row",8/20/2013,425,53451,0.007951208000000001,36386,797,51787,0.015389963,57027,Aug
LEGO Batman 2: DC Super Heroes,Xbox 360,2012.0,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.0,0.15,1.66,79.0,59.0,7.2,114.0,TT Games,E10+,"Batman,DC Super Heroes,LEGO Batman 2: DC Super Heroes,LEGO Batman 2",6/19/2012,83,48870,0.001698383,585,124,55788,0.0022227,5006,Jun
