,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords
2977,Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.05,,,tbd,,WayForward,E10+,"Centipede,Centipede: Infestation,Infestation"
2978,Hunted: The Demon's Forge,Windows,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,21.0,6.6,127.0,InXile Entertainment,M,"Hunted,Hunted: The Demon's Forge,The Demon's Forge"
2979,Lucha Libre AAA: Heroes del Ring,Xbox 360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,11.0,6.3,12.0,Immersion Software & Graphics,T,"Lucha Libre AAA: Heroes del Ring,Heroes del Ring,Lucha Libre AAA"
2980,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action,Activision,0.01,0.03,0.0,0.01,0.05,,,3.4,14.0,PlatinumGames,T,"Teenage Mutant Ninja Turtles: Mutants in Manhattan,Teenage Mutant Ninja Turtles,Mutants in Manhattan"
2981,Sherlock Holmes: Crimes & Punishments,Xbox 360,2014.0,Adventure,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,,"Sherlock Holmes: Crimes & Punishments,Crimes & Punishments,Sherlock Holmes"
2982,Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,39.0,8,57.0,Tripwire Interactive,M,"Killing Floor 2 ,Killing Floor"
2983,Adventure Time: Finn & Jake Investigations,Wii U,2015.0,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05,,,,,,,"Adventure Time: Finn & Jake Investigations,Adventure Time,Finn & Jake Investigations"
2984,Mortal Kombat X,Windows,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,10.0,5.1,475.0,High Voltage Software,M,"Mortal Kombat,Mortal Kombat X"
2985,Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05,,,tbd,,Navarre Corp,E,Samantha Swift and the Hidden Roses of Athena
2986,Bladestorm: Nightmare,Xbox One,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,6.0,7.1,8.0,Omega Force,T,"Nightmare,Bladestorm: Nightmare,Bladestorm"
2987,TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4.0,Point of View,T,"TNA iMPACT,Cross the Line,TNA iMPACT: Cross the Line"
2988,Sacred 3,Xbox 360,2014.0,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,11.0,4.1,42.0,Deep Silver,M,"Sacred 3,Sacred"
2989,Sesame Street: Cookie's Counting Carnival,Windows,2010.0,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,,,tbd,,Black Lantern Studios,EC,"Cookie's Counting Carnival,Sesame Street,Sesame Street: Cookie's Counting Carnival"
2990,Wasteland 2,Xbox One,2015.0,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,13.0,7.1,56.0,InXile Entertainment,M,"Wasteland 2,Wasteland"
2991,MorphX,Xbox 360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33.0,4.0,6.6,15.0,"Buka Entertainment, Targem Games",M,MorphX
2992,Imagine Animal Doctor Care Center,DS,2010.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,tbd,,Ubisoft,E,Imagine Animal Doctor Care Center
2993,Game of Thrones (Telltale),PS4,2015.0,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,,,,,,,Game of Thrones (Telltale)
2994,Legend of Kay,Wii U,2015.0,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05,,,,,,,Legend of Kay
2995,Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,,,tbd,,Legacy Interactive,E,"New Leash on Life,Pet Pals,Pet Pals: New Leash on Life"
2996,Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66.0,7.0,4.1,9.0,Iron Galaxy Studios,T,"The Game,Back to the Future,Back to the Future: The Game"
2997,Sam & Max: Beyond Time and Space,Wii,2010.0,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,,,,,,,"Beyond Time and Space,Sam & Max: Beyond Time and Space,Sam & Max"
2998,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,Vita,2015.0,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05,,,,,,,"Shiren the Wanderer 5 Plus,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,Fortune Tower and the Dice of Fate"
2999,R.B.I. Baseball 2016,Xbox One,2016.0,Sports,MLB.com,0.05,0.0,0.0,0.01,0.05,,,,,,,"R.B.I. Baseball 2016,R.B.I. Baseball"
3000,Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4.0,Prope,E,Ivy the Kiwi?
3001,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.02,0.0,0.0,0.05,,,,,,,The Mysterious Case of Dr. Jekyll and Mr. Hyde
3002,TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.02,0.02,0.0,0.0,0.05,,,,,,,"TrackMania Turbo,Build to Race,TrackMania Turbo: Build to Race"
3003,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219.0,"Next Level Games, Nintendo",T,"Metroid Prime: Federation Force,Federation Force,Metroid Prime"
3004,Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17.0,Kadokawa,M,Natural Doctrine
3005,Payday 2,Windows,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558.0,Overkill Software,M,"Payday 2,Payday"
3006,Ghostbusters (2016),Xbox One,2016.0,Action,Activision,0.04,0.0,0.0,0.01,0.05,,,,,,,"Ghostbusters,Ghostbusters (2016)"
3007,Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,22.0,7.4,41.0,Sega,T,"Hatsune Miku,Project Diva X,Hatsune Miku: Project Diva X,Hatsune Miku: Project Diva"
3008,Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05,,,,,,,"Resident Evil 4 HD,Resident Evil"
3009,Fishdom,DS,2011.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,,,tbd,,Playrix Entertainment,E,Fishdom
3010,Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,,,tbd,,Visual Concepts,E,Major League Baseball 2K11
3011,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18.0,Dusenberry Martin Racing,E,NASCAR Heat Evolution
3012,Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05,45.0,7.0,tbd,,Epicenter Studios,T,Rock of the Dead
3013,TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,Point of View,T,"TNA iMPACT,Cross the Line,TNA iMPACT: Cross the Line"
3014,Rock Band Country Track Pack 2,Xbox 360,2011.0,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,Electronic Arts,E10+,"Rock Band Country Track Pack,Rock Band Country Track Pack 2"
3015,DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135.0,WayForward,E,"DuckTales,DuckTales: Remastered,Remastered"
3016,Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,Frame Studios Interactive,E,Gem Smashers
3017,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.01,0.05,,,,,,,"Adventure Time,Adventure Time: Explore the Dungeon Because I Don't Know!,Explore the Dungeon Because I Don't Know!"
3018,Test Drive: Ferrari Legends,Xbox 360,2012.0,Racing,Atari,0.04,0.0,0.0,0.0,0.05,,,,,,,"Test Drive: Ferrari Legends,Test Drive,Ferrari Legends"
3019,Sushi Go-Round,Wii,2010.0,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,SouthPeak Games,E,Sushi Go-Round
3020,Winter Sports 3: The Great Tournament,Wii,2010.0,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05,,,,,,,"Winter Sports 3,The Great Tournament,Winter Sports 3: The Great Tournament"
3021,Pro Evolution Soccer 2017,Xbox One,2016.0,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,12.0,6.1,84.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2017"
3022,Jewel Quest 5: The Sleepless Star,Windows,2011.0,Action,Astragon,0.02,0.02,0.0,0.01,0.05,,,,,,,"The Sleepless Star,Jewel Quest 5: The Sleepless Star,Jewel Quest 5"
3023,SpongeBob SquarePants: Plankton's Robotic Revenge,Xbox 360,2013.0,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,,,6.1,13.0,Behaviour Interactive,E10+,"Plankton's Robotic Revenge,SpongeBob SquarePants: Plankton's Robotic Revenge,SpongeBob SquarePants"
3024,Centipede: Infestation,3DS,2011.0,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,,,tbd,,WayForward,E10+,"Centipede,Centipede: Infestation,Infestation"
3025,XCOM 2,Xbox One,2016.0,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,17.0,8.1,40.0,Firaxis Games,T,"XCOM,XCOM 2"
3026,Yaiba: Ninja Gaiden Z,Xbox 360,2014.0,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,20.0,5.3,43.0,"Spark Unlimited, comcept",M,"Yaiba,Ninja Gaiden Z,Yaiba: Ninja Gaiden Z"
3027,Rock of the Dead,Xbox 360,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48.0,7.0,4.8,4.0,Epicenter Studios,T,Rock of the Dead
3028,Just Dance 2017,PS3,2016.0,Misc,Ubisoft,0.01,0.03,0.0,0.01,0.05,,,tbd,,Ubisoft Paris,E10+,"Just Dance,Just Dance 2017"
3029,Gummy Bears Mini Golf,DS,2010.0,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,,,,,,,Gummy Bears Mini Golf
3030,Sesame Street: Elmo's A-to-Zoo Adventure,Windows,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,Black Lantern Studios,EC,"Sesame Street,Sesame Street: Elmo's A-to-Zoo Adventure,Elmo's A-to-Zoo Adventure"
3031,River City Soccer Hooligans,DS,2010.0,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,,,tbd,,Avit-Niigata,T,River City Soccer Hooligans
3032,Resident Evil 6,Xbox One,2016.0,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,63.0,12.0,6.3,34.0,Capcom,M,"Resident Evil 6,Resident Evil"
3033,Galaxy Racers,DS,2010.0,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,tbd,,KUNST-STOFF,E,Galaxy Racers
3034,Active Life: Magical Carnival,Wii,2011.0,Misc,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,tbd,,Bandai Namco Games,E,"Magical Carnival,Active Life: Magical Carnival,Active Life"
3035,Cheer We Go!,DS,2010.0,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,,,,,,,Cheer We Go!
3036,Sushi Go-Round,DS,2010.0,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04,,,tbd,,SouthPeak Games,E,Sushi Go-Round
3037,World Championship Spelling,DS,2010.0,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,505 Games,E,World Championship Spelling
3038,Life is Strange,Windows,2016.0,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620.0,DONTNOD Entertainment,M,Life is Strange
3039,Battlezone,PS4,2016.0,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39.0,7,31.0,Rebellion,T,Battlezone
3040,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox One,2016.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6,38.0,PlatinumGames,T,"Teenage Mutant Ninja Turtles: Mutants in Manhattan,Teenage Mutant Ninja Turtles,Mutants in Manhattan"
3041,Gem Smashers,3DS,2011.0,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04,,,tbd,,Frame Studios Interactive,E,Gem Smashers
3042,Enemy Front,Xbox 360,2014.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78.0,CI Games,M,Enemy Front
3043,Honda ATV Fever,Wii,2010.0,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Beyond Reality,E,Honda ATV Fever
3044,Shantae and the Pirate's Curse,3DS,2015.0,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,WayForward,E10+,Shantae and the Pirate's Curse
3045,Nobunaga's Ambition: Sphere of Influence,PS4,2014.0,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,T,"Nobunaga's Ambition: Sphere of Influence,Sphere of Influence,Nobunaga's Ambition"
3046,Jerry Rice and Nitus' Dog Football,Wii,2011.0,Sports,Tommo,0.04,0.0,0.0,0.0,0.04,,,,,,,Jerry Rice and Nitus' Dog Football
3047,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox 360,2016.0,Action,Activision,0.01,0.03,0.0,0.0,0.04,,,4.3,16.0,PlatinumGames,T,"Teenage Mutant Ninja Turtles: Mutants in Manhattan,Teenage Mutant Ninja Turtles,Mutants in Manhattan"
3048,Kids Learn Music A+ Edition,DS,2011.0,Misc,Unknown,0.04,0.0,0.0,0.0,0.04,,,,,,,Kids Learn Music A+ Edition
3049,The Wolf Among Us,Vita,2014.0,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04,,,8.4,29.0,Telltale Games,M,The Wolf Among Us
3050,Nike+ Kinect Training,Xbox 360,2012.0,Sports,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.04,,,,,,,Nike+ Kinect Training
3051,Brothers: A Tale of Two Sons,Xbox One,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0,Starbreeze,T,"Brothers: A Tale of Two Sons,A Tale of Two Sons,Brothers"
3052,NHL Legacy,PS3,2015.0,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04,,,,,,,NHL Legacy
3053,Attack of the Movies 3D,Xbox 360,2010.0,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0,Panic Button,T,Attack of the Movies 3D
3054,Get Up and Dance,PS3,2011.0,Misc,O-Games,0.03,0.0,0.0,0.0,0.04,,,tbd,,Crave,T,Get Up and Dance
3055,Casual Mania!,DS,2010.0,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Foreign Media,E,Casual Mania!
3056,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015.0,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28.0,"Examu, Marvelous Inc.",T,"Nitroplus Blasterz,Heroines Infinite Duel,Nitroplus Blasterz: Heroines Infinite Duel"
3057,Arcana Heart 3,Vita,2014.0,Fighting,Arc System Works,0.02,0.0,0.02,0.01,0.04,,,,,,,"Arcana Heart,Arcana Heart 3"
3058,Ride to Hell,PS3,2013.0,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1,218.0,"Eutechnyx, Deep Silver",M,Ride to Hell
3059,NCIS,Windows,2011.0,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,,,tbd,,Ubisoft,T,NCIS
3060,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,E,"Gravity Falls: Legend of the Gnome Gemulets,Legend of the Gnome Gemulets,Gravity Falls"
3061,Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,7.0,5.6,37.0,"Prope, Kadokawa",E10+,Rodea the Sky Soldier
3062,Major League Baseball 2K12,Windows,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,,,5.7,15.0,Visual Concepts,E,Major League Baseball 2K12
3063,Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,6.3,4.0,Neko Entertainment,E,Horses 3D
3064,Deadliest Warrior: Ancient Combat,Xbox 360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4.0,"Pipeworks Software, Inc.",M,"Ancient Combat,Deadliest Warrior,Deadliest Warrior: Ancient Combat"
3065,The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,E10+,The Kore Gang
3066,National Geographic Challenge!,PS3,2011.0,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.04,,,,,,,National Geographic Challenge!
3067,Duke Nukem Trilogy: Critical Mass,DS,2011.0,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04,,,,,,,"Critical Mass,Duke Nukem Trilogy,Duke Nukem Trilogy: Critical Mass"
3068,Beastly Frantic Foto,DS,2011.0,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,7Raven Studios,E,Beastly Frantic Foto
3069,Call of Duty: Modern Warfare Trilogy,Xbox 360,2016.0,Shooter,Activision,0.02,0.02,0.0,0.0,0.04,,,tbd,,Infinity Ward,M,"Call of Duty: Modern Warfare Trilogy,Call of Duty,CoD,Modern Warfare Trilogy"
3070,Paws & Claws: Regal Resort,DS,2010.0,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,,,,,,,"Paws & Claws,Paws & Claws: Regal Resort,Regal Resort"
3071,Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.9,22.0,"Atari, Slightly Mad Studios, Atari SA",E,"Test Drive: Ferrari Legends,Test Drive,Ferrari Legends"
3072,MLB 2K12 / NBA 2K12 Combo Pack,Xbox 360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,,,,,,,"MLB 2K12 / NBA 2K12 Combo Pack,NBA"
3073,Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19.0,5pb,T,"Psycho-Pass: Mandatory Happiness,Mandatory Happiness,Psycho-Pass"
3074,Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,,,tbd,,"Pipeworks Software, Inc.",M,"Ancient Combat,Deadliest Warrior,Deadliest Warrior: Ancient Combat"
3075,Gormiti: The Lords of Nature!,Wii,2010.0,Adventure,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,,,,,,,"The Lords of Nature!,Gormiti,Gormiti: The Lords of Nature!"
3076,North American Hunting Extravaganza 2,Wii,2010.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,,,,,,,"North American Hunting Extravaganza 2,North American Hunting Extravaganza"
3077,Ben 10 Galactic Racing,Vita,2012.0,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04,,,3.8,8.0,Monkey Bar Games,E,Ben 10 Galactic Racing
3078,Who Wants to Be a Millionaire: 3rd Edition,DS,2010.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,tbd,,Ludia Inc.,E,"Who Wants to Be a Millionaire: 3rd Edition,Who Wants to Be a Millionaire,3rd Edition"
3079,Patrician IV,Windows,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34.0,Gaming Minds Studios,E,"Patrician IV,Patrician"
3080,Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,,,,,,,Gummy Bears Mini Golf
3081,Painkiller: Hell & Damnation,PS3,2013.0,Shooter,Nordic Games,0.02,0.01,0.0,0.01,0.04,,,,,,,"Painkiller,Hell & Damnation,Painkiller: Hell & Damnation"
3082,Phantom Breaker,Xbox 360,2011.0,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,,,,,Delta Factory,T,Phantom Breaker
3083,Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,Capcom,M,Dead Rising
3084,DuckTales: Remastered,Xbox 360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,,,,,,,"DuckTales,DuckTales: Remastered,Remastered"
3085,Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,,,,,,,Game of Thrones (Telltale)
3086,JASF: Jane's Advanced Strike Fighters,Windows,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,Trickstar Games,T,"JASF,JASF: Jane's Advanced Strike Fighters,Jane's Advanced Strike Fighters"
3087,SpongeBob: HeroPants,3DS,2015.0,Platform,Activision,0.03,0.0,0.0,0.0,0.04,,,tbd,,Activision,E,"HeroPants,SpongeBob,SpongeBob: HeroPants"
3088,Dora's Big Birthday Adventure,PS2,2010.0,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,,,tbd,,2K Play,E,Dora's Big Birthday Adventure
3089,Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,,,7.8,11.0,Kojima Productions,M,"Metal Gear Solid V: The Definitive Experience,Metal Gear Solid V,The Definitive Experience,MGS"
3090,City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Collision Studios,E,City Builder
3091,NatGeo Challenge! Wild Life,Wii,2010.0,Misc,Black Bean Games,0.03,0.0,0.0,0.0,0.04,,,,,,,NatGeo Challenge! Wild Life
3092,Heathcliff! Frantic Foto,DS,2010.0,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,,,,,Heathcliff! Frantic Foto
3093,Wicked Monster Blast!,Wii,2011.0,Shooter,PQube,0.03,0.0,0.0,0.0,0.04,,,,,,,Wicked Monster Blast!
3094,Warriors Orochi 3,Xbox One,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,,,,,,,"Warriors Orochi,Warriors Orochi 3"
3095,NASCAR Heat Evolution,Xbox One,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04,,,1.6,10.0,Dusenberry Martin Racing,E,NASCAR Heat Evolution
3096,Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,7.0,6.3,4.0,Rising Star Games,E,Beyblade Evolution
3097,Castlevania: Lords of Shadow 2,Windows,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M,"Lords of Shadow 2,Castlevania: Lords of Shadow,Castlevania: Lords of Shadow 2,Castlevania"
3098,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T,"Exist Archive: The Other Side of the Sky,Exist Archive,The Other Side of the Sky"
3099,Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.0,0.0,0.01,0.04,,,,,,,Ragnarok Odyssey
3100,APB Reloaded,Windows,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M,APB Reloaded
3101,The Treasures of Montezuma,DS,2010.0,Puzzle,Foreign Media Games,0.02,0.01,0.0,0.0,0.04,,,tbd,,Foreign Media,E,The Treasures of Montezuma
3102,Homefront: The Revolution,Windows,2016.0,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M,"The Revolution,Homefront,Homefront: The Revolution"
3103,Just Dance 2017,Xbox One,2016.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8,6.0,Ubisoft Paris,E10+,"Just Dance,Just Dance 2017"
3104,Just Dance 2017,Xbox 360,2016.0,Misc,Ubisoft,0.02,0.02,0.0,0.0,0.04,,,tbd,,Ubisoft Paris,E10+,"Just Dance,Just Dance 2017"
3105,Stranger of Sword City,Vita,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8,30.0,Experience Inc.,T,Stranger of Sword City
3106,Jane's Hotel,DS,2010.0,Simulation,Unknown,0.03,0.0,0.0,0.0,0.04,,,tbd,,Zoo Games,E,Jane's Hotel
3107,The Croods: Prehistoric Party!,3DS,2013.0,Misc,D3Publisher,0.01,0.02,0.0,0.0,0.04,,,,,,,"The Croods,Prehistoric Party!,The Croods: Prehistoric Party!"
3108,Pro Evolution Soccer 2017,Xbox 360,2016.0,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04,,,6.5,17.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2017"
3109,Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04,,,,,,,"The End Times - Vermintide,Warhammer: The End Times - Vermintide,Warhammer"
3110,Greg Hastings Paintball 2,PS3,2010.0,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,46.0,5.0,tbd,,Super X Studios,E10+,"Greg Hastings Paintball 2,Greg Hastings Paintball"
3111,Adventure Time: Explore the Dungeon Because I Don't Know!,Wii U,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.0,0.04,,,,,,,"Adventure Time,Adventure Time: Explore the Dungeon Because I Don't Know!,Explore the Dungeon Because I Don't Know!"
3112,XBLAZE Code: Embryo,PS3,2013.0,Adventure,Arc System Works,0.02,0.0,0.01,0.01,0.04,,,7.1,14.0,Arc System Works,M,"Embryo,XBLAZE Code,XBLAZE Code: Embryo"
3113,Marines: Modern Urban Combat,Wii,2010.0,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Destineer,T,"Marines,Marines: Modern Urban Combat,Modern Urban Combat"
3114,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Zoo Games,E,"Special Edition,Deal or No Deal,Deal or No Deal: Special Edition"
